Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Victim_Race,Victim_Gender,Victim_Age,Report_Type
B-25226-17,3,25XX Jasmine St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-22 12:30:00,,,,,,BLACK,FEMALE,64,Incident Report
B-27852-17,5,25XX Eads St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-24 15:00:00,,,,,,BLACK,MALE,50,Incident Report
B-15822-17,3,41XX Canal Bd,CLOSED,103,DISTURBANCE,2017-02-14 03:00:00,,,,,,WHITE,FEMALE,38,Incident Report
B-26364-17,2,Tchoupitoulas St & Calhoun St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-23 12:00:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,36,,,,Incident Report
B-27374-17,7,68XX Parc Brittany St D307,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-24 09:52:00,,,,,,BLACK,MALE,51,Incident Report
B-27399-17,7,69XX E Hermes St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-24 10:30:00,,,,,,BLACK,FEMALE,65,Incident Report
B-27123-17,7,78XX Sail St,CLOSED,37D,AGGRAVATED ASSAULT (DOMESTIC),2017-02-24 01:55:00,14 35,SIMPLE BATTERY,BLACK,MALE,16,BLACK,MALE,12,Incident Report
B-27123-17,7,78XX Sail St,CLOSED,37D,AGGRAVATED ASSAULT (DOMESTIC),2017-02-24 01:55:00,14 35,SIMPLE BATTERY,BLACK,MALE,16,BLACK,MALE,12,Incident Report
B-27123-17,7,78XX Sail St,CLOSED,37D,AGGRAVATED ASSAULT (DOMESTIC),2017-02-24 01:55:00,14 35,SIMPLE BATTERY,BLACK,MALE,16,BLACK,MALE,12,Incident Report
B-24508-17,1,10XX N Carrollton Av,CLOSED,27-62C,ATTEMPTED SIMPLE BURGLARY (VEHICLE),2017-02-21 18:46:00,14 (27) 62,ATTEMPT - SIMPLE BURGLARY,BLACK,MALE,25,WHITE,FEMALE,32,Incident Report
B-24508-17,1,10XX N Carrollton Av,CLOSED,27-62C,ATTEMPTED SIMPLE BURGLARY (VEHICLE),2017-02-21 18:46:00,14 (27) 62,ATTEMPT - SIMPLE BURGLARY,BLACK,MALE,25,WHITE,FEMALE,32,Incident Report
B-24650-17,3,Chef Menteur Bd & Desire Pw,CLOSED,966,DRUG LAW VIOLATION,2017-02-21 20:19:00,40 968,PROHIBITED ACTS-- SCHEDULE III DRUGS,BLACK,MALE,21,,,,Incident Report
B-08319-17,3,25XX Leon C Simon Dr,OPEN,67S,SHOPLIFTING,2017-02-08 08:45:00,,,,,,,,,Incident Report
B-00145-17,8,9XX Canal St,OPEN,67,THEFT,2017-02-01 01:30:00,14 67,THEFT,WHITE,MALE,,ASIAN,MALE,26,Incident Report
B-00145-17,8,9XX Canal St,OPEN,67,THEFT,2017-02-01 01:30:00,14 67,THEFT,WHITE,MALE,,ASIAN,MALE,26,Incident Report
B-26788-17,8,1XX Royal St,CLOSED,966,DRUG LAW VIOLATION,2017-02-23 20:15:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,24,,,,Incident Report
B-26239-17,6,34XX St Charles,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-02-22 20:45:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,BLACK,FEMALE,27,Incident Report
B-24552-17,4,36XX Gen De Gaulle,OPEN,30S,HOMICIDE (SHOOTING),2017-02-21 07:44:00,14 30,FIRST DEGREE MURDER,,,,BLACK,MALE,27,Incident Report
B-26262-17,8,2XX N Rampart St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-23 10:48:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,47,,,,Incident Report
B-26100-17,6,26XX Washington Av,OPEN,66,THREATS,2017-02-23 08:00:00,14 38,SIMPLE ASSAULT,BLACK,MALE,,BLACK,MALE,34,Incident Report
B-25865-17,2,80XX Hickory St,OPEN,64G,ARMED ROBBERY (GUN),2017-02-22 23:59:00,14 64,ARMED ROBBERY,,,,WHITE,MALE,23,Incident Report
B-25865-17,2,80XX Hickory St,OPEN,64G,ARMED ROBBERY (GUN),2017-02-22 23:59:00,14 64,ARMED ROBBERY,,,,WHITE,MALE,23,Incident Report
B-03968-17,7,77XX Mill St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-02-03 06:00:00,14 38,SIMPLE ASSAULT,BLACK,MALE,53,BLACK,FEMALE,44,Incident Report
B-23654-17,3,53XX Pasteur Dr,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-20 23:30:00,,,,,,BLACK,MALE,33,Incident Report
B-23042-18,8,Dauphine St & Saint Ann St,OPEN,103,DISTURBANCE,2017-02-19 15:30:00,,,,,,WHITE,FEMALE,39,Incident Report
B-26390-17,7,123XX S I-10 Service Rd,CLOSED,67S,SHOPLIFTING,2017-02-23 13:27:00,54 188,POSSESSION OF STOLEN PROPERTY,BLACK,MALE,54,WHITE,MALE,,Incident Report
B-25890-17,1,7XX S Dupre St,CLOSED,966,DRUG LAW VIOLATION,2017-02-23 12:10:00,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,50,,,,Incident Report
B-26290-17,3,42XX F Chef Menteur,OPEN,67E,EMBEZZLEMENT,2017-02-13 12:00:00,54 186,THEFT,BLACK,MALE,31,,,,Incident Report
B-15963-17,5,N Derbigny St & Saint Roch Av,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,2017-02-14 09:00:00,14 67,THEFT,,,,WHITE,MALE,29,Incident Report
B-22921-17,3,17XX Humanity St,CLOSED,56,SIMPLE CRIMINAL DAMAGE,2017-02-20 10:45:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,WHITE,FEMALE,39,BLACK,FEMALE,46,Supplemental Report
B-24427-17,4,12XX Teche St,OPEN,67F,THEFT BY FRAUD,2017-02-21 17:30:00,,,,,,BLACK,FEMALE,21,Incident Report
B-18382-17,1,1XX N Galvez St,OPEN,95,ILLEGAL CARRYING OF A WEAPON,2017-02-16 17:41:00,14 95.1,POSSESSION OF FIREARM BY FELON,BLACK,MALE,21,,,,Incident Report
B-18382-17,1,1XX N Galvez St,OPEN,95,ILLEGAL CARRYING OF A WEAPON,2017-02-16 17:41:00,14 95.1,POSSESSION OF FIREARM BY FELON,BLACK,MALE,21,,,,Incident Report
B-09637-17,3,36XX Mistletoe St,OPEN,21P,LOST PROPERTY,2017-02-09 09:12:00,,,,,,BLACK,MALE,84,Incident Report
B-22705-17,6,17XX Tchoupitoulas St 210,OPEN,68,UNAUTHORIZED USE OF MOVABLES,2017-02-20 06:00:00,14 68,UNAUTHORIZED USE OF MOVABLE,BLACK,FEMALE,38,BLACK,MALE,46,Supplemental Report
B-09611-17,6,9XX S Telemachus St,OPEN,67A,AUTO THEFT,2017-02-09 01:30:00,14 67.26,THEFT OF A MOTOR VEHICLE,,,,BLACK,MALE,32,Incident Report
B-25562-17,4,11XX L B Landry,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-02-22 20:00:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,54,BLACK,MALE,47,Incident Report
B-26765-17,6,27XX 7th St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-23 20:00:00,,,,,,BLACK,FEMALE,39,Incident Report
B-26416-17,2,17XX Arabella St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-02-23 13:30:00,14 62.2,SIMPLE BURGLARY (INHABITED DWELLING),UNKNOWN,,,WHITE,MALE,21,Incident Report
B-22057-17,1,15XX Paul Morphy St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-02-18 22:00:00,14 62,SIMPLE BURGLARY,,,,BLACK,FEMALE,58,Incident Report
B-08520-17,5,25XX N Tonti St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-02-08 01:20:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,WHITE,FEMALE,33,Incident Report
B-18762-17,7,70XX Bullard Av,OPEN,67A,AUTO THEFT,2017-02-16 23:00:00,14 67.26,THEFT OF A MOTOR VEHICLE,UNKNOWN,,,BLACK,MALE,51,Supplemental Report
B-25601-17,5,12XX Gallier St,CLOSED,966,DRUG LAW VIOLATION,2017-02-22 19:10:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,29,,,,Incident Report
B-26263-17,8,2XX N Rampart St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-23 10:48:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,47,,,,Incident Report
B-09603-17,6,Martin Luther King Jr Bd & Baronne St,OPEN,67B,BICYCLE THEFT,2017-02-08 04:00:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,,,WHITE,FEMALE,24,Incident Report
B-22692-17,4,56XX Tullis Dr,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-20 06:06:00,,,,,,BLACK,FEMALE,57,Incident Report
A-07934-17,4,33XX Kabel Dr,OPEN,35,SIMPLE BATTERY,2017-01-07 23:00:00,14 35,SIMPLE BATTERY,BLACK,FEMALE,31,BLACK,FEMALE,10,Incident Report
A-07934-17,4,33XX Kabel Dr,OPEN,35,SIMPLE BATTERY,2017-01-07 23:00:00,14 35,SIMPLE BATTERY,BLACK,FEMALE,31,BLACK,FEMALE,10,Incident Report
B-19183-17,8,9XX Bourbon St 70119,OPEN,21P,LOST PROPERTY,2017-02-17 03:00:00,,,,,,,,,Supplemental Report
B-27499-17,5,22XX Chartres St,OPEN,29,DEATH,2017-02-24 04:15:00,,,,,,WHITE,MALE,70,Incident Report
B-18382-17,1,1XX N Galvez St,OPEN,95,ILLEGAL CARRYING OF A WEAPON,2017-02-16 17:41:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,19,,,,Incident Report
B-18382-17,1,1XX N Galvez St,OPEN,95,ILLEGAL CARRYING OF A WEAPON,2017-02-16 17:41:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,19,,,,Incident Report
B-25547-17,5,13XX Pace Bd,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-22 18:49:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,20,,,,Incident Report
B-25638-17,5,19XX Hope St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-22 08:30:00,,,,,,BLACK,MALE,45,Incident Report
A-08039-17,5,24XX Mazant St,OPEN,35,SIMPLE BATTERY,2017-01-08 01:30:00,54 96,BATTERY,WHITE,MALE,53,BLACK,MALE,63,Incident Report
A-00401-17,7,70XX Bundy Rd B35,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-01 05:15:00,,,BLACK,MALE,26,BLACK,FEMALE,18,Incident Report
A-31863-17,8,5XX Bourbon St,OPEN,21P,LOST PROPERTY,2017-01-28 12:15:00,,,,,,,,,Supplemental Report
B-22427-17,1,20XX Iberville St 202,OPEN,67,THEFT,2017-02-19 20:38:00,54 151,CRIMINAL DAMAGE TO PROPERTY,WHITE,FEMALE,19,WHITE,MALE,35,Incident Report
B-27060-17,5,44XX N Rampart St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-24 00:30:00,,,,,,BLACK,FEMALE,32,Incident Report
B-25132-17,6,28XX S Claiborne Av,CLOSED,67S,SHOPLIFTING,2017-02-22 11:00:00,54 186,THEFT,WHITE,MALE,30,BLACK,MALE,,Incident Report
B-22183-17,6,10XX Oretha Castle Haley St,OPEN,67A,AUTO THEFT,2017-02-19 16:15:00,,,,,,BLACK,FEMALE,35,Supplemental Report
B-27135-17,3,Bruxelles St & Duels St,CLOSED,27-42,ATTEMPTED AGGRAVATED RAPE,2017-02-24 02:10:00,14 (27) 42.1,ATTEMPT SECOND DEGREE RAPE,BLACK,MALE,48,,,,Incident Report
B-09821-17,3,22XX New York St,CLOSED,21R,OUT OF PARISH VEHICLE RECOVERY,2017-02-09 12:28:00,,,,,,WHITE,MALE,40,Incident Report
B-26290-17,3,42XX F Chef Menteur,OPEN,67E,EMBEZZLEMENT,2017-02-13 12:00:00,54 186,THEFT,BLACK,MALE,31,UNKNOWN,MALE,,Incident Report
B-23121-17,5,25XX Peace Ct,CLOSED,21M,MISSING ADULT,2017-02-20 14:07:00,,,BLACK,MALE,25,BLACK,FEMALE,60,Supplemental Report
B-23269-17,2,32XX S Carrollton Av,OPEN,35,SIMPLE BATTERY,2017-02-20 16:17:00,14 35,SIMPLE BATTERY,BLACK,FEMALE,,BLACK,FEMALE,22,Incident Report
B-23269-17,2,32XX S Carrollton Av,OPEN,35,SIMPLE BATTERY,2017-02-20 16:17:00,14 35,SIMPLE BATTERY,BLACK,FEMALE,,BLACK,FEMALE,22,Incident Report
B-21399-17,1,15XX Canal St,OPEN,30S,HOMICIDE (SHOOTING),2017-02-19 03:37:00,14 30,FIRST DEGREE MURDER,,,,BLACK,MALE,,Incident Report
B-22012-17,7,75XX Anne Marie Ct,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-02-19 01:24:00,14 62,SIMPLE BURGLARY,,,,BLACK,MALE,32,Incident Report
B-22012-17,7,75XX Anne Marie Ct,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-02-19 01:24:00,14 62,SIMPLE BURGLARY,,,,BLACK,MALE,32,Incident Report
B-22012-17,7,75XX Anne Marie Ct,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-02-19 01:24:00,14 62,SIMPLE BURGLARY,,,,BLACK,MALE,32,Incident Report
B-20204-17,8,3XX Bourbon St,OPEN,21P,LOST PROPERTY,2017-02-17 16:00:00,,,,,,,,,Supplemental Report
B-26449-17,7,66XX Coveview Ct,OPEN,103,DISTURBANCE,2017-02-23 14:40:00,,,,,,BLACK,FEMALE,70,Incident Report
B-27004-17,2,43XX Magazine St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-23 23:04:00,,,,,,BLACK,FEMALE,,Incident Report
B-27135-17,3,Bruxelles St & Duels St,CLOSED,27-42,ATTEMPTED AGGRAVATED RAPE,2017-02-24 02:10:00,14 35,SIMPLE BATTERY,BLACK,MALE,48,,,,Incident Report
B-18835-17,7,67XX Bundy Rd,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-17 01:41:00,,,,,,BLACK,FEMALE,44,Incident Report
B-25366-17,7,66XX Lamb Rd,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-02-22 13:00:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,BLACK,MALE,25,Incident Report
B-24781-17,3,26XX Jonquil St,CLOSED,103D,DISTURBANCE (DOMESTIC),2017-02-22 01:00:00,,,,,,BLACK,FEMALE,49,Incident Report
B-22490-17,7,75XX Anne Marie Ct,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-19 21:30:00,,,,,,,,,Incident Report
B-26904-17,7,68XX Tara Ln 10,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-23 22:50:00,,,,,,BLACK,MALE,59,Incident Report
B-15940-17,1,16XX N Tonti St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-14 15:00:00,,,,,,BLACK,MALE,14,Incident Report
B-24898-17,4,37XX General De Gaulle Dr A,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-02-22 02:30:00,14 62,SIMPLE BURGLARY,,,,BLACK,FEMALE,34,Incident Report
B-16883-17,7,53XX Michoud Bd,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-14 10:00:00,,,,,,HISPANIC,FEMALE,40,Incident Report
B-27123-17,7,78XX Sail St,CLOSED,37D,AGGRAVATED ASSAULT (DOMESTIC),2017-02-24 01:55:00,14 37,AGG. ASSAULT,BLACK,MALE,16,BLACK,MALE,14,Incident Report
A-15273-17,6,28XX S Liberty St 102,OPEN,38D,SIMPLE ASSAULT (DOMESTIC),2017-01-14 07:00:00,14 66,EXTORTION,BLACK,MALE,37,BLACK,FEMALE,46,Incident Report
B-26041-17,7,105XX Curran Rd 2L,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-23 03:00:00,,,,,,BLACK,MALE,24,Incident Report
B-08293-17,6,Oretha Castle Haley Bd & Felicity St,OPEN,67,THEFT,2017-02-08 09:38:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,HISPANIC,MALE,35,Incident Report
B-25465-17,2,84XX Pritchard Pl,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-02-22 11:30:00,14 62,SIMPLE BURGLARY,,,,BLACK,FEMALE,43,Incident Report
B-18818-17,1,N Claiborne Av & Esplanade Av,CLOSED,966,DRUG LAW VIOLATION,2017-02-17 01:22:00,40 1023,PROHIBITED ACTS - DRUG PARAPHENALIA,BLACK,MALE,46,,,,Incident Report
B-15822-17,3,41XX Canal Bd,CLOSED,103,DISTURBANCE,2017-02-14 03:00:00,,,,,,BLACK,FEMALE,21,Incident Report
B-25763-17,8,7XX Canal St,CLOSED,966,DRUG LAW VIOLATION,2017-02-22 22:00:00,14 95,ILLEGAL CARRYING OF WEAPON,BLACK,MALE,19,,,,Incident Report
B-26290-17,3,42XX F Chef Menteur,OPEN,67E,EMBEZZLEMENT,2017-02-13 12:00:00,54 186,THEFT,BLACK,MALE,31,BLACK,FEMALE,34,Incident Report
B-24583-17,7,50XX Basinview Ct,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-21 19:00:00,,,,,,BLACK,FEMALE,39,Incident Report
B-23561-17,7,68XX Parc Brittany St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-20 20:45:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,10,Incident Report
A-31393-17,8,2XX Bourbon St,OPEN,67P,PICKPOCKET,2017-01-27 21:45:00,,,,,,,,,Supplemental Report
B-23530-17,6,23XX Josephine St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-02-20 20:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,,,BLACK,MALE,,Incident Report
B-23530-17,6,23XX Josephine St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-02-20 20:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,,,BLACK,MALE,,Incident Report
B-27553-17,5,33XX N Dorgenois St,OPEN,21J,MISSING/RUNAWAY JUVENILE,2017-02-24 12:30:00,14 730.3,RELATIVE TO MISSING/RUNAWAY JUVENILE,BLACK,MALE,14,BLACK,FEMALE,40,Incident Report
B-25132-17,6,28XX S Claiborne Av,CLOSED,67S,SHOPLIFTING,2017-02-22 11:00:00,54 188,POSSESSION OF STOLEN PROPERTY,WHITE,MALE,30,,,,Incident Report
B-13672-17,1,N Dorgenois St & Saint Bernard Av,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-12 15:36:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,26,,,,Incident Report
B-09056-17,8,Canal St & Carondelet St,OPEN,35,SIMPLE BATTERY,2017-02-08 20:00:00,14 35,SIMPLE BATTERY,BLACK,MALE,,WHITE,MALE,27,Incident Report
B-09056-17,8,Canal St & Carondelet St,OPEN,35,SIMPLE BATTERY,2017-02-08 20:00:00,14 35,SIMPLE BATTERY,BLACK,MALE,,WHITE,MALE,27,Incident Report
B-09056-17,8,Canal St & Carondelet St,OPEN,35,SIMPLE BATTERY,2017-02-08 20:00:00,14 35,SIMPLE BATTERY,BLACK,MALE,,WHITE,MALE,27,Incident Report
B-09056-17,8,Canal St & Carondelet St,OPEN,35,SIMPLE BATTERY,2017-02-08 20:00:00,14 35,SIMPLE BATTERY,BLACK,MALE,,WHITE,MALE,27,Incident Report
B-09056-17,8,Canal St & Carondelet St,OPEN,35,SIMPLE BATTERY,2017-02-08 20:00:00,14 35,SIMPLE BATTERY,BLACK,MALE,,WHITE,MALE,27,Incident Report
B-27123-17,7,78XX Sail St,CLOSED,37D,AGGRAVATED ASSAULT (DOMESTIC),2017-02-24 01:55:00,14 35,SIMPLE BATTERY,BLACK,MALE,16,BLACK,MALE,14,Incident Report
B-27123-17,7,78XX Sail St,CLOSED,37D,AGGRAVATED ASSAULT (DOMESTIC),2017-02-24 01:55:00,14 35,SIMPLE BATTERY,BLACK,MALE,16,BLACK,MALE,14,Incident Report
B-27123-17,7,78XX Sail St,CLOSED,37D,AGGRAVATED ASSAULT (DOMESTIC),2017-02-24 01:55:00,14 35,SIMPLE BATTERY,BLACK,MALE,16,BLACK,MALE,14,Incident Report
B-27317-17,5,22XX Gordon St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-24 08:32:00,,,,,,BLACK,FEMALE,58,Incident Report
B-18665-17,7,Dwyer Rd & Francis Dr,OPEN,64J,ARMED CARJACKING,2017-02-16 22:10:00,14 64.3,USE OF FIREARM IN ROBBERY,,,,BLACK,MALE,22,Incident Report
B-18665-17,7,Dwyer Rd & Francis Dr,OPEN,64J,ARMED CARJACKING,2017-02-16 22:10:00,14 64.3,USE OF FIREARM IN ROBBERY,,,,BLACK,MALE,22,Incident Report
B-18665-17,7,Dwyer Rd & Francis Dr,OPEN,64J,ARMED CARJACKING,2017-02-16 22:10:00,14 64.3,USE OF FIREARM IN ROBBERY,,,,BLACK,MALE,22,Incident Report
B-20423-17,8,6XX Magazine St,OPEN,21P,LOST PROPERTY,2017-02-18 01:00:00,,,,,,,,,Supplemental Report
B-25594-17,7,Bonita St & Grant St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-02-22 19:40:00,14 34,AGG. BATTERY,,,,BLACK,MALE,20,Incident Report
B-25345-17,6,20XX Laurel St 216,OPEN,29U,UNCLASSIFIED DEATH,2017-02-22 13:34:00,,,,,,BLACK,FEMALE,,Incident Report
B-22340-17,8,5XX Bourbon St,CLOSED,966,DRUG LAW VIOLATION,2017-02-19 20:30:00,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,18,,,,Incident Report
B-26179-17,2,53XX Saint Charles Av,OPEN,51B,BOMB THREAT,2017-02-23 09:08:00,14 54.3.1,BOMB SCARES (SCHOOL),,,,WHITE,FEMALE,,Incident Report
B-23790-17,4,48XX General Meyer Av,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-02-21 02:45:00,14 62,SIMPLE BURGLARY,,,,,,,Incident Report
B-26669-17,5,47XX N Rampart St B,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-02-23 00:30:00,14 62.2,SIMPLE BURGLARY (INHABITED DWELLING),,,,BLACK,MALE,58,Incident Report
A-01645-17,4,40XX General De Gaulle Dr,OPEN,67S,SHOPLIFTING,2017-01-02 11:15:00,54 186,THEFT,BLACK,FEMALE,44,WHITE,MALE,29,Incident Report
A-07934-17,4,33XX Kabel Dr,OPEN,35,SIMPLE BATTERY,2017-01-07 23:00:00,14 35,SIMPLE BATTERY,BLACK,FEMALE,31,BLACK,FEMALE,48,Incident Report
A-07934-17,4,33XX Kabel Dr,OPEN,35,SIMPLE BATTERY,2017-01-07 23:00:00,14 35,SIMPLE BATTERY,BLACK,FEMALE,31,BLACK,FEMALE,48,Incident Report
B-23561-17,7,68XX Parc Brittany St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-20 20:45:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,,,,BLACK,FEMALE,10,Incident Report
B-23561-17,7,68XX Parc Brittany St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-20 20:45:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,,,,BLACK,FEMALE,10,Incident Report
B-26692-17,2,53XX S Claiborne Av,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-02-23 18:40:00,,,,,,BLACK,MALE,25,Incident Report
B-27160-17,1,25XX Laharpe St,OPEN,93,CRUELTY TO A JUVENILE,2017-02-23 23:55:00,,,,,,,,,Incident Report
B-08331-17,7,82XX Chef Menteur Hw,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-02-08 09:00:00,14 67,THEFT,UNKNOWN,,,HISPANIC,MALE,38,Incident Report
B-25705-17,4,32XX Garden Oaks Dr,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-22 21:30:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,26,,,,Incident Report
B-25558-17,3,21XX Caton St,OPEN,35,SIMPLE BATTERY,2017-02-22 18:30:00,54 96,BATTERY,BLACK,FEMALE,36,BLACK,FEMALE,39,Incident Report
B-26636-17,7,70XX Lawrence Rd 269,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-23 18:02:00,,,,,,BLACK,FEMALE,14,Incident Report
B-20724-17,8,5XX Bourbon St,OPEN,21P,LOST PROPERTY,2017-02-18 01:00:00,,,,,,,,,Supplemental Report
B-26823-17,5,Pauline St & Royal St,OPEN,65,SIMPLE ROBBERY,2017-02-23 21:00:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,WHITE,FEMALE,37,Incident Report
B-26823-17,5,Pauline St & Royal St,OPEN,65,SIMPLE ROBBERY,2017-02-23 21:00:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,WHITE,FEMALE,37,Incident Report
B-26823-17,5,Pauline St & Royal St,OPEN,65,SIMPLE ROBBERY,2017-02-23 21:00:00,14 65,SIMPLE ROBBERY,BLACK,MALE,,WHITE,FEMALE,37,Incident Report
B-22214-17,2,Audubon St & Walmsley Bd,CLOSED,966,DRUG LAW VIOLATION,2017-02-19 18:47:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,27,,,,Incident Report
B-22237-17,1,N Galvez St & Laharpe St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-19 19:20:00,,,,,,BLACK,FEMALE,17,Incident Report
B-22237-17,1,N Galvez St & Laharpe St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-19 19:20:00,,,,,,BLACK,FEMALE,17,Incident Report
B-19936-17,1,31XX Dumaine St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-18 22:38:00,,,,,,AMER. IND.,MALE,54,Incident Report
B-22412-17,1,25XX Laharpe St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-02-19 21:30:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,FEMALE,37,BLACK,MALE,31,Incident Report
B-25153-17,3,Gentilly Bd & Norman Mayer St,CLOSED,21,MISCELLANEOUS INCIDENT,2017-02-22 11:51:00,PROBATION AND PAROLE,VIOLATION#,WHITE,FEMALE,52,,,,Incident Report
B-25454-17,5,23XX Desire St,CLOSED,21M,MISSING ADULT,2017-02-20 15:30:00,,,BLACK,FEMALE,7,,,,Incident Report
B-26075-17,3,XX Gull St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-02-21 01:15:00,14 62,SIMPLE BURGLARY,,,,WHITE,FEMALE,65,Incident Report
B-27499-17,5,22XX Chartres St,OPEN,29,DEATH,2017-02-24 04:15:00,,,,,,WHITE,MALE,84,Incident Report
B-20245-17,4,40XX Behrman Pl,OPEN,21P,LOST PROPERTY,2017-02-18 09:00:00,,,,,,,,,Supplemental Report
B-23042-18,8,Dauphine St & Saint Ann St,OPEN,103,DISTURBANCE,2017-02-19 15:30:00,,,,,,WHITE,FEMALE,48,Incident Report
B-04841-17,1,5XX S Scott St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-04 23:00:00,,,,,,WHITE,MALE,37,Incident Report
